,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition,SalePrice
921,922,90,RL,Pave,Reg,AllPub,1.5Fin,5,7,Gable,TA,CBlock,TA,0,GdPrv,WD,Normal,145900
922,923,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,169990
923,924,120,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,193000
924,925,20,RL,Pave,Reg,AllPub,1Story,6,6,Gable,Gd,CBlock,TA,2,None,WD,Normal,207500
925,926,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,PConc,TA,2,None,WD,Abnorml,175000
926,927,60,RL,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,285000
927,928,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,176000
928,929,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,236500
929,930,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,222000
930,931,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,201000
931,932,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,117500
932,933,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,Gd,3,None,WD,Normal,320000
933,934,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,190000
934,935,20,RL,Pave,IR2,AllPub,1Story,7,7,Flat,TA,CBlock,TA,2,None,WD,Normal,242000
935,936,30,RL,Pave,IR1,AllPub,1Story,4,5,Gable,Gd,PConc,TA,2,None,WD,Normal,79900
936,937,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,184900
937,938,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,253000
938,939,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,Gd,3,None,New,Partial,239799
939,940,70,RL,Pave,Reg,AllPub,2Story,7,7,Gable,Gd,CBlock,TA,1,None,COD,Normal,244400
940,941,90,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,150900
941,942,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,GdPrv,WD,Normal,214000
942,943,90,RL,Pave,IR1,AllPub,1Story,4,3,Gable,TA,PConc,TA,0,None,Oth,Abnorml,150000
943,944,90,RL,Pave,Reg,AllPub,1Story,5,4,Gable,TA,CBlock,TA,2,None,WD,Normal,143000
944,945,20,RL,Pave,IR1,NoSeWa,SLvl,6,6,Gable,TA,CBlock,TA,2,None,COD,Abnorml,137500
945,946,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Hip,TA,BrkTil,TA,2,MnWw,WD,Normal,124900
946,947,80,RL,Pave,Reg,AllPub,SLvl,5,6,Gable,Gd,CBlock,TA,1,None,WD,Normal,143000
947,948,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,270000
948,949,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,192500
949,950,20,RL,Pave,Reg,AllPub,1Story,6,7,Hip,TA,CBlock,TA,2,None,WD,Normal,197500
950,951,20,RL,Pave,Reg,AllPub,1Story,5,8,Gable,TA,CBlock,TA,2,None,WD,Normal,129000
951,952,20,RH,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Abnorml,119900
952,953,85,RL,Pave,Reg,AllPub,SFoyer,5,8,Gable,Gd,CBlock,TA,1,MnPrv,WD,Normal,133900
953,954,60,RL,Pave,IR1,AllPub,2Story,5,4,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,172000
954,955,90,RL,Pave,IR1,AllPub,SFoyer,6,5,Flat,TA,CBlock,Gd,0,None,WD,AdjLand,127500
955,956,90,RH,Pave,IR1,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,145000
956,957,160,RM,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,124000
957,958,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,2,None,WD,Normal,132000
958,959,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,185000
959,960,160,FV,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,155000
960,961,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,Gd,CBlock,TA,0,None,WD,Normal,116500
961,962,60,RL,Pave,IR1,AllPub,2Story,6,7,Gable,Gd,CBlock,Gd,2,None,WD,Normal,272000
962,963,160,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,155000
963,964,20,RL,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,2,None,WD,Normal,239000
964,965,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,214900
965,966,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,178900
966,967,50,RL,Pave,IR1,AllPub,1.5Fin,5,7,Gable,Gd,BrkTil,Fa,1,None,WD,Normal,160000
967,968,20,RL,Pave,IR1,AllPub,1Story,5,7,Hip,TA,CBlock,TA,1,None,WD,Normal,135000
968,969,50,RM,Pave,Reg,AllPub,1.5Fin,3,6,Gable,TA,BrkTil,TA,0,GdWo,WD,Abnorml,37900
969,970,190,RL,Pave,Reg,AllPub,SLvl,6,5,Hip,Fa,CBlock,TA,1,None,ConLD,Normal,140000
970,971,50,RL,Pave,Reg,AllPub,1.5Fin,4,4,Gable,TA,CBlock,TA,0,None,WD,Abnorml,135000
971,972,160,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,173000
972,973,120,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal,99500
973,974,20,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,182000
974,975,70,RL,Pave,IR1,AllPub,2Story,7,8,Gable,Gd,BrkTil,TA,2,GdPrv,WD,Normal,167500
975,976,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,165000
976,977,30,RL,Pave,IR1,AllPub,1Story,4,7,Gable,TA,PConc,TA,0,None,WD,Normal,85500
977,978,120,FV,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,199900
978,979,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,2,None,WD,Abnorml,110000
979,980,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,PConc,TA,2,MnPrv,WD,Normal,139000
980,981,85,RL,Pave,IR1,AllPub,SFoyer,7,9,Gable,TA,CBlock,TA,2,None,WD,Normal,178400
981,982,60,RL,Pave,IR1,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,WD,Normal,336000
982,983,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,159895
983,984,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,255900
984,985,90,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,None,2,None,COD,Normal,126000
985,986,190,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,ConLD,Normal,125000
986,987,50,RM,Pave,Reg,AllPub,1.5Fin,6,8,Hip,Gd,CBlock,Fa,1,None,WD,Normal,117000
987,988,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,395192
988,989,60,RL,Pave,IR1,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,195000
989,990,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,Gd,2,None,New,Partial,197000
990,991,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,348000
991,992,70,RM,Pave,Reg,AllPub,2Story,8,9,Gable,Gd,BrkTil,TA,2,None,WD,Normal,168000
992,993,60,RL,Pave,Reg,AllPub,2Story,6,8,Hip,TA,CBlock,TA,2,MnWw,WD,Normal,187000
993,994,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,New,Partial,173900
994,995,20,RL,Pave,Reg,AllPub,1Story,10,5,Hip,TA,PConc,TA,3,None,WD,Normal,337500
995,996,50,RL,Pave,IR1,AllPub,1.5Fin,4,7,Gable,TA,CBlock,TA,1,MnPrv,WD,Abnorml,121600
996,997,20,RL,Pave,IR1,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,None,COD,Normal,136500
997,998,20,RL,Pave,IR1,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal,185000
998,999,30,RM,Pave,Reg,AllPub,1Story,3,4,Hip,TA,BrkTil,Fa,1,None,WD,Normal,91000
999,1000,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,206000
1000,1001,20,RL,Pave,Reg,AllPub,1Story,3,3,Flat,TA,Slab,None,2,None,WD,Normal,82000
1001,1002,30,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,BrkTil,TA,1,None,WD,Abnorml,86000
1002,1003,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,232000
1003,1004,90,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,None,WD,Normal,136905
1004,1005,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,181000
1005,1006,80,RL,Pave,Reg,AllPub,SLvl,5,8,Gable,TA,CBlock,Gd,1,None,WD,Normal,149900
1006,1007,20,RL,Pave,IR3,AllPub,1Story,6,3,Gable,TA,CBlock,TA,2,None,WD,Normal,163500
1007,1008,160,RM,Pave,Reg,AllPub,2Story,4,4,Gable,TA,CBlock,TA,1,None,WD,Normal,88000
1008,1009,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,240000
1009,1010,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,Fa,BrkTil,TA,0,None,WD,Normal,102000
1010,1011,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal,135000
1011,1012,90,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,None,0,None,WD,Normal,100000
1012,1013,70,RL,Pave,Reg,AllPub,2Story,6,7,Hip,Gd,PConc,Fa,1,None,WD,Normal,165000
1013,1014,30,RM,Pave,Reg,AllPub,1Story,5,4,Hip,TA,BrkTil,TA,1,None,WD,Normal,85000
1014,1015,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,Fa,1,None,WD,Normal,119200
1015,1016,60,RL,Pave,Reg,AllPub,2Story,8,6,Gable,TA,PConc,TA,2,None,WD,Normal,227000
1016,1017,20,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,203000
1017,1018,120,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,CBlock,TA,2,None,COD,Abnorml,187500
1018,1019,80,RL,Pave,IR1,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,160000
1019,1020,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,213490
1020,1021,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,PConc,TA,2,None,WD,Normal,176000
1021,1022,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,194000
1022,1023,50,RM,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal,87000
1023,1024,120,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,Gd,2,None,WD,Normal,191000
1024,1025,20,RL,Pave,IR1,AllPub,1Story,8,6,Hip,TA,CBlock,TA,2,None,COD,Abnorml,287000
1025,1026,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,112500
1026,1027,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,167500
1027,1028,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,293077
1028,1029,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal,105000
1029,1030,160,RM,Pave,Reg,AllPub,2Story,6,7,Gable,TA,CBlock,TA,1,None,WD,Normal,118000
1030,1031,190,RH,Pave,Reg,AllPub,2Story,5,8,Gable,TA,PConc,TA,0,None,WD,Normal,160000
1031,1032,75,RL,Pave,Reg,AllPub,2.5Fin,7,3,Gable,TA,BrkTil,TA,2,None,WD,Normal,197000
1032,1033,60,RL,Pave,IR1,AllPub,2Story,8,7,Gable,Gd,PConc,Gd,3,None,WD,Abnorml,310000
1033,1034,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,230000
1034,1035,30,RL,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,PConc,Fa,1,MnPrv,WD,Normal,119750
1035,1036,20,RL,Pave,IR1,AllPub,1Story,4,3,Gable,Gd,Slab,None,1,None,WD,Normal,84000
1036,1037,20,RL,Pave,IR1,AllPub,1Story,9,5,Hip,TA,PConc,TA,3,None,WD,Normal,315500
1037,1038,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,287000
1038,1039,160,RM,Pave,Reg,AllPub,2Story,4,6,Gable,TA,CBlock,TA,0,None,WD,Normal,97000
1039,1040,180,RM,Pave,Reg,AllPub,SFoyer,4,4,Gable,TA,CBlock,TA,1,None,WD,Normal,80000
1040,1041,20,RL,Pave,Reg,AllPub,1Story,5,4,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,155000
1041,1042,60,RL,Pave,Reg,AllPub,2Story,6,8,Hip,TA,CBlock,TA,2,None,WD,Normal,173000
1042,1043,120,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,196000
1043,1044,60,RL,Pave,Reg,AllPub,2Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,262280
1044,1045,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,MnPrv,WD,Normal,278000
1045,1046,20,RL,Pave,IR1,AllPub,1Story,3,5,Hip,TA,Slab,None,2,None,WD,Normal,139600
1046,1047,60,RL,Pave,IR1,AllPub,2Story,9,5,Hip,TA,PConc,TA,3,None,New,Partial,556581
1047,1048,20,RL,Pave,IR2,AllPub,1Story,5,5,Gable,TA,PConc,TA,2,None,WD,Normal,145000
1048,1049,20,RL,Pave,Reg,AllPub,1Story,5,4,Hip,Fa,Slab,None,2,GdPrv,WD,Normal,115000
1049,1050,20,RL,Pave,Reg,AllPub,1Story,4,7,Gable,TA,CBlock,None,1,None,WD,Abnorml,84900
1050,1051,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,176485
1051,1052,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,New,Partial,200141
1052,1053,60,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,165000
1053,1054,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,None,WD,Normal,144500
1054,1055,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,255000
1055,1056,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,MnPrv,COD,Abnorml,180000
1056,1057,120,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,185850
1057,1058,60,RL,Pave,IR2,AllPub,2Story,7,6,Gable,TA,PConc,TA,2,None,WD,Normal,248000
1058,1059,60,RL,Pave,IR1,AllPub,2Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal,335000
1059,1060,50,RL,Pave,IR1,AllPub,1.5Fin,6,7,Gable,TA,CBlock,TA,2,None,WD,Normal,220000
1060,1061,120,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,213500
1061,1062,30,C (all),Grvl,Reg,AllPub,1Story,3,4,Gable,TA,CBlock,TA,3,None,ConLD,Normal,81000
1062,1063,190,RM,Pave,Reg,AllPub,2Story,5,5,Gable,TA,BrkTil,TA,2,None,WD,Normal,90000
1063,1064,30,RM,Pave,Reg,AllPub,1Story,6,6,Gable,Gd,BrkTil,TA,2,MnPrv,WD,Normal,110500
1064,1065,20,RL,Pave,IR1,AllPub,1Story,5,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,154000
1065,1066,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,328000
1066,1067,60,RL,Pave,IR1,AllPub,2Story,6,7,Gable,TA,PConc,TA,2,None,WD,Normal,178000
1067,1068,60,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,167900
1068,1069,160,RM,Pave,Reg,AllPub,2Story,6,4,Gable,TA,CBlock,TA,2,GdPrv,WD,Normal,151400
1069,1070,45,RL,Pave,Reg,AllPub,1.5Unf,5,7,Gable,TA,CBlock,TA,2,None,WD,Normal,135000
1070,1071,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,None,WD,Normal,135000
1071,1072,60,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,154000
1072,1073,50,RL,Pave,Reg,AllPub,1.5Fin,5,3,Gable,TA,CBlock,Fa,1,None,WD,Normal,91500
1073,1074,60,RL,Pave,IR1,AllPub,2Story,6,6,Hip,TA,CBlock,TA,2,MnPrv,WD,Normal,159500
1074,1075,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,194000
1075,1076,70,RL,Pave,Reg,AllPub,2Story,7,6,Gable,TA,CBlock,TA,1,None,CWD,Normal,219500
1076,1077,50,RL,Pave,Reg,AllPub,1.5Fin,5,8,Gable,TA,CBlock,TA,2,None,WD,Normal,170000
1077,1078,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Abnorml,138800
1078,1079,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,155900
1079,1080,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,1,None,WD,Normal,126000
1080,1081,20,RL,Pave,Reg,AllPub,1Story,6,7,Gable,Gd,CBlock,TA,2,None,COD,Abnorml,145000
1081,1082,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,MnPrv,WD,Normal,133000
1082,1083,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,192000
1083,1084,20,RL,Pave,Reg,AllPub,1Story,6,6,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal,160000
1084,1085,60,RL,Pave,IR2,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,187500
1085,1086,85,RL,Pave,Reg,AllPub,SFoyer,6,6,Gable,TA,PConc,TA,2,None,WD,Normal,147000
1086,1087,160,RM,Pave,Reg,AllPub,2Story,4,5,Gable,TA,CBlock,TA,1,None,WD,Normal,83500
1087,1088,60,FV,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,252000
1088,1089,160,RM,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,137500
1089,1090,120,FV,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,197000
1090,1091,90,RL,Pave,Reg,AllPub,1Story,3,4,Gable,TA,Slab,None,2,None,WD,Normal,92900
1091,1092,160,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,160000
1092,1093,50,RL,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,136500
1093,1094,20,RL,Pave,Reg,AllPub,1Story,5,8,Hip,TA,CBlock,TA,2,MnPrv,WD,Normal,146000
1094,1095,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,129000
1095,1096,20,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,176432
1096,1097,70,RM,Pave,Reg,AllPub,2Story,6,7,Gable,TA,PConc,TA,0,None,WD,Normal,127000
1097,1098,120,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,CBlock,TA,2,None,WD,Normal,170000
1098,1099,50,RM,Pave,Reg,AllPub,1.5Fin,4,6,Gable,TA,BrkTil,TA,1,None,WD,Normal,128000
1099,1100,20,RL,Pave,IR1,AllPub,1Story,7,5,Gable,TA,CBlock,TA,2,None,COD,Abnorml,157000
1100,1101,30,RL,Pave,Reg,AllPub,1Story,2,5,Gable,TA,CBlock,Fa,1,None,WD,Normal,60000
1101,1102,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,WD,Normal,119500
1102,1103,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,MnWw,WD,Family,135000
1103,1104,20,RL,Pave,Reg,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal,159500
1104,1105,160,RM,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,106000
1105,1106,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,325000
1106,1107,20,RL,Pave,IR1,AllPub,1Story,7,5,Hip,TA,PConc,TA,2,None,WD,Normal,179900
1107,1108,60,RL,Pave,IR3,AllPub,2Story,7,5,Gable,TA,PConc,Gd,2,None,New,Partial,274725
1108,1109,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Abnorml,181000
1109,1110,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,280000
1110,1111,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,188000
1111,1112,60,RL,Pave,Reg,AllPub,2Story,7,6,Hip,TA,CBlock,TA,2,None,WD,Normal,205000
1112,1113,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,129900
1113,1114,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,134500
1114,1115,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,CBlock,TA,1,MnPrv,WD,Normal,117000
1115,1116,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,318000
1116,1117,80,RL,Pave,Reg,AllPub,SLvl,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,184100
1117,1118,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,2,None,WD,Normal,130000
1118,1119,80,RL,Pave,Reg,AllPub,SLvl,5,6,Gable,Gd,CBlock,TA,1,None,WD,Normal,140000
1119,1120,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,133700
1120,1121,30,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal,118400
1121,1122,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,3,None,New,Partial,212900
1122,1123,20,RL,Pave,IR1,AllPub,1Story,4,3,Gable,TA,CBlock,TA,1,MnPrv,COD,Abnorml,112000
1123,1124,20,RL,Pave,Reg,AllPub,1Story,5,9,Hip,Ex,CBlock,TA,0,None,WD,Normal,118000
1124,1125,80,RL,Pave,IR1,AllPub,SLvl,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,163900
1125,1126,20,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,CBlock,TA,2,None,WD,Normal,115000
1126,1127,120,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,WD,Normal,174000
1127,1128,20,RL,Pave,IR3,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,WD,Family,259000
1128,1129,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,215000
1129,1130,90,RM,Pave,Reg,AllPub,SFoyer,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,140000
1130,1131,50,RL,Pave,Reg,AllPub,1.5Fin,4,3,Gable,TA,BrkTil,TA,2,MnPrv,WD,Normal,135000
1131,1132,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,0,MnPrv,Oth,Abnorml,93500
1132,1133,70,RM,Pave,Reg,AllPub,2Story,6,4,Gable,TA,BrkTil,TA,1,None,WD,Normal,117500
1133,1134,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,239500
1134,1135,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,169000
1135,1136,30,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,BrkTil,TA,1,None,WD,Normal,102000
1136,1137,50,RL,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,CBlock,TA,1,None,WD,Abnorml,119000
1137,1138,50,RL,Pave,Reg,AllPub,1.5Fin,5,8,Gable,Gd,CBlock,TA,0,None,WD,Normal,94000
1138,1139,20,RL,Pave,IR1,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,196000
1139,1140,30,RL,Pave,IR1,AllPub,1Story,5,5,Gable,Fa,BrkTil,TA,2,None,WD,Normal,144000
1140,1141,20,RL,Pave,Reg,AllPub,1Story,5,7,Gable,TA,CBlock,TA,2,None,COD,Abnorml,139000
1141,1142,60,RL,Pave,IR1,AllPub,2Story,5,7,Gable,Gd,CBlock,TA,2,None,WD,Normal,197500
1142,1143,60,RL,Pave,Reg,AllPub,2Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,424870
1143,1144,20,RL,Pave,Reg,AllPub,1Story,5,3,Gable,TA,CBlock,TA,0,None,WD,Normal,80000
1144,1145,190,RL,Pave,Reg,AllPub,1.5Fin,4,4,Gable,Fa,BrkTil,TA,1,MnPrv,WD,Normal,80000
1145,1146,50,RM,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,BrkTil,TA,1,None,WD,Family,149000
1146,1147,20,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,180000
